Tipo Muert.;Zona;Subzona;Distrito;Circuito;Cod. Subcircu;Subcircuito;provincia;código de provincia;cantón;código de cantón;Coord. Y;Coord. X;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Presun. Motiva.;Presun. Motiva. Obser;Probable Causa M.;Edad;Med. Edad;Sexo;Género;Etnia;Estado Civil;Nacionalidad;Discapacidad;Prof Reg Civ;Instrucción;Antecedentes
ASESINATO;ZONA 8;DMG;ESTEROS;TRINITARIA SUR;09D02C05S03;TRINITARIA SUR 3;GUAYAS;9;GUAYAQUIL;901;-2,241670;-79,924010;URBANO;VIA PUBLICA;PUBLICO;01/01/2024;4:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;FLORESTA;09D01C03S01;FLORESTA 1;GUAYAS;9;GUAYAQUIL;901;-2,254990;-79,877180;URBANO;CASA/VILLA;PRIVADO;01/01/2024;5:16;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;QUININDE;BOCANA DE BUA;08D04C06S01;BOCANA DE BUA 1;ESMERALDAS;8;QUININDE;804;0,063200;-79,497170;RURAL;CASA/VILLA;PRIVADO;01/01/2024;19:30;ARMA DE FUEGO;ESCOPETA            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;39;A;HOMBRE;MASCULINO;MESTIZO/A;DIVORCIADO;ECUADOR;NINGUNA;NEGOCIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;DAULE;JUAN BAUTISTA AGUIRRE;09D19C02S02;JUAN BAUTISTA AGUIRRE 2;GUAYAS;9;DAULE;906;-2,055080;-79,874610;URBANO;VIA PUBLICA;PUBLICO;01/01/2024;2:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;ROBO A UNIDADES ECONÓMICAS;HERIDA POR ARMA DE FUEGO;40;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO PRIVADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;ESMERALDAS;EL ARENAL;08D01C05S01;EL ARENAL 1;ESMERALDAS;8;ESMERALDAS;801;0,985330;-79,654510;URBANO;VIA PUBLICA;PUBLICO;01/01/2024;23:30;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;AYUDANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;ABEL GILBERT;09D24C01S03;ABEL GILBERT 3;GUAYAS;9;DURAN;907;-2,181440;-79,853460;URBANO;VIA PUBLICA;PUBLICO;01/01/2024;0:20;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;ABEL GILBERT;09D24C01S03;ABEL GILBERT 3;GUAYAS;9;DURAN;907;-2,181440;-79,853460;URBANO;VIA PUBLICA;PUBLICO;01/01/2024;0:20;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;16;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;ESMERALDAS;EL ARENAL;08D01C05S01;EL ARENAL 1;ESMERALDAS;8;ESMERALDAS;801;0,985330;-79,654510;URBANO;VIA PUBLICA;PUBLICO;01/01/2024;23:30;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;BACHILL. EN CIENCIAS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;ESMERALDAS;EL ARENAL;08D01C05S01;EL ARENAL 1;ESMERALDAS;8;ESMERALDAS;801;0,985330;-79,654510;URBANO;VIA PUBLICA;PUBLICO;01/01/2024;23:30;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;17;A;MUJER;FEMENINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;QUEVEDO;MOCACHE;12D03C11S01;MOCACHE 1;LOS RÍOS;12;MOCACHE;1212;-1,086680;-79,541860;RURAL;VIA PUBLICA;PUBLICO;02/01/2024;14:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PASCUALES;PASCUALES;09D07C06S04;PASCUALES 4;GUAYAS;9;GUAYAQUIL;901;-2,073800;-79,932200;URBANO;VIA PUBLICA;PUBLICO;02/01/2024;13:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;SUCUMBIOS;LAGO AGRIO;NUEVO SUCUMBIOS;21D02C01S01;NUEVO SUCUMBIOS 1;SUCUMBÍOS;21;LAGO AGRIO;2101;0,083880;-76,882630;URBANO;HOTELES;PRIVADO;03/01/2024;2:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;CENTRO;09D24C02S01;CENTRO 1;GUAYAS;9;DURAN;907;-2,172280;-79,835400;URBANO;VIA PUBLICA;PUBLICO;02/01/2024;16:50;ARMA BLANCA;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;MONTECRISTI;13D02C19S01;MONTECRISTI 1;MANABÍ;13;MONTECRISTI;1309;-1,023310;-80,698580;URBANO;TERRENO BALDIO;PUBLICO;02/01/2024;20:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;9 DE OCTUBRE;CRISTO DEL CONSUELO;09D03C07S01;CRISTO DEL CONSUELO 1;GUAYAS;9;GUAYAQUIL;901;-2,221690;-79,909400;URBANO;VIA PUBLICA;PUBLICO;03/01/2024;0:05;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;ESTEROS;TRINITARIA NORTE;09D02C04S04;TRINITARIA NORTE 4;GUAYAS;9;GUAYAQUIL;901;-2,233230;-79,934180;URBANO;RIO;PUBLICO;03/01/2024;0:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;PICHINCHA;EL DESVIO;13D08C02S01;EL DESVIO 1;MANABÍ;13;PICHINCHA;1311;-0,955330;-79,820850;RURAL;RIO;PUBLICO;02/01/2024;11:00;ARMA BLANCA;MACHETE             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;32;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;ECUADOR;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;UNION DE BANANEROS;09D01C02S03;UNION DE BANANEROS 3;GUAYAS;9;GUAYAQUIL;901;-2,267080;-79,877020;URBANO;VIA PUBLICA;PUBLICO;03/01/2024;3:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;OBRERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;EL VERGEL SUR;12D06C09S01;EL VERGEL SUR 1;LOS RÍOS;12;VALENCIA;1211;-0,801040;-79,437150;URBANO;VIA PUBLICA;PUBLICO;02/01/2024;17:00;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;ROBO DE CARROS;HERIDA POR ARMA DE FUEGO;61;A;MUJER;FEMENINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;QUEHACER. DOMESTICOS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;ESTEROS;TRINITARIA SUR;09D02C05S03;TRINITARIA SUR 3;GUAYAS;9;GUAYAQUIL;901;-2,244470;-79,926260;URBANO;VIA PUBLICA;PUBLICO;01/01/2024;20:35;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER TECNICO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;FUMISA;12D06C01S01;FUMISA 1;LOS RÍOS;12;BUENA FE;1210;-0,754510;-79,458750;RURAL;CASA/VILLA;PRIVADO;02/01/2024;16:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;FUMISA;12D06C01S01;FUMISA 1;LOS RÍOS;12;BUENA FE;1210;-0,754510;-79,458750;RURAL;CASA/VILLA;PRIVADO;02/01/2024;16:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;FUMISA;12D06C01S01;FUMISA 1;LOS RÍOS;12;BUENA FE;1210;-0,754510;-79,458750;RURAL;CASA/VILLA;PRIVADO;02/01/2024;16:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;PUERTO INCA;09D12C07S01;PUERTO INCA 1;GUAYAS;9;NARANJAL;911;-2,523630;-79,535960;RURAL;HACIENDAS;PRIVADO;02/01/2024;22:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;39;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;COMERCIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;PUERTO INCA;09D12C07S01;PUERTO INCA 1;GUAYAS;9;NARANJAL;911;-2,523630;-79,535960;RURAL;HACIENDAS;PRIVADO;02/01/2024;22:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;9 DE OCTUBRE;CHILE;09D03C01S04;CHILE 4;GUAYAS;9;GUAYAQUIL;901;-2,201220;-79,888220;URBANO;VIA PUBLICA;PUBLICO;03/01/2024;13:00;ARMA DE FUEGO;OTROS ARMA LARGA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;DAULE;LA YOLITA;09D19C01S01;LA YOLITA 1;GUAYAS;9;DAULE;906;-1,870880;-79,980260;URBANO;VIA PUBLICA;PUBLICO;03/01/2024;14:20;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;JORNALERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;RECREO;09D24C05S08;RECREO 8;GUAYAS;9;DURAN;907;-2,171030;-79,810900;URBANO;VIA PUBLICA;PUBLICO;03/01/2024;20:27;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;52;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
FEMICIDIO;ZONA 2;NAPO;TENA;TALAG;15D01C06S01;TALAG 1;NAPO;15;TENA;1501;-1,086770;-77,919720;RURAL;RIO;PUBLICO;03/01/2024;9:00;ARMA CONTUNDENTE;ROCA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;HERIDAS CONTUSAS;40;A;MUJER;FEMENINO;MESTIZO/A;DIVORCIADO;ECUADOR;NINGUNA;CONTADOR BACHILLER;BACHILLERATO;SIN_DATO
FEMICIDIO;ZONA 8;DMG;9 DE OCTUBRE;CRISTO DEL CONSUELO;09D03C07S03;CRISTO DEL CONSUELO 3;GUAYAS;9;GUAYAQUIL;901;-2,216440;-79,908110;URBANO;VIA PUBLICA;PUBLICO;03/01/2024;18:30;ARMA DE FUEGO;PISTOLA             ;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;HERIDA POR ARMA DE FUEGO;29;A;MUJER;FEMENINO;MULATO/A;CASADO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;RECREO;09D24C05S04;RECREO 4;GUAYAS;9;DURAN;907;-2,166010;-79,790080;URBANO;VIA PUBLICA;PUBLICO;03/01/2024;22:55;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;VENTANAS;VENTANAS SUR;12D04C06S01;VENTANAS SUR 1;LOS RÍOS;12;VENTANAS;1207;-1,446860;-79,465330;URBANO;VIA PUBLICA;PUBLICO;03/01/2024;14:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;VENTANAS;VENTANAS SUR;12D04C06S01;VENTANAS SUR 1;LOS RÍOS;12;VENTANAS;1207;-1,446860;-79,465330;URBANO;VIA PUBLICA;PUBLICO;03/01/2024;14:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;INGENIERO;SIN_DATO;SIN_DATO
FEMICIDIO;ZONA 3;TUNGURAHUA;AMBATO NORTE;LA MATRIZ;18D01C03S02;LA MATRIZ 2;TUNGURAHUA;18;AMBATO;1801;-1,233870;-78,627870;URBANO;CONJUNTO HABITACIONAL;PRIVADO;03/01/2024;12:40;ARMA BLANCA;CORTO PUNZANTE;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;HERIDA POR ARMA BLANCA;23;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILL. EN CIENCIAS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;QUEVEDO;MOCACHE;12D03C11S02;MOCACHE 2;LOS RÍOS;12;MOCACHE;1212;-1,188550;-79,509540;URBANO;CASA/VILLA;PRIVADO;03/01/2024;21:00;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;YAGUACHI;YAGUACHI SUR;09D21C01S01;YAGUACHI SUR 1;GUAYAS;9;SAN JACINTO DE YAGUACHI;920;-2,150190;-79,789750;RURAL;TERRENO BALDIO;PUBLICO;03/01/2024;13:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;ECUADOR;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;JIPIJAPA;PUERTO LOPEZ;13D03C11S01;PUERTO LOPEZ 1;MANABÍ;13;PUERTO LOPEZ;1319;-1,689780;-80,803340;RURAL;VIA PUBLICA;PUBLICO;03/01/2024;21:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;MASCULINO;MULATO/A;NO DETERMINADO;VENEZUELA;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 7;EL ORO;HUAQUILLAS;HUALTACO;07D05C06S02;HUALTACO 2;EL ORO;7;HUAQUILLAS;707;-3,479730;-80,239830;URBANO;VIA PUBLICA;PUBLICO;04/01/2024;4:45;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA DE FUEGO;44;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;JORNALERO;BASICA;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;CARACOL;12D01C13S01;CARACOL 1;LOS RÍOS;12;BABAHOYO;1201;-1,712980;-79,439250;RURAL;TERRENO BALDIO;PUBLICO;04/01/2024;6:00;ARMA DE FUEGO;FUSIL               ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;44;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;NARANJAL SUR;09D12C04S01;NARANJAL SUR 1;GUAYAS;9;NARANJAL;911;-2,675510;-79,615270;URBANO;VIA PUBLICA;PUBLICO;04/01/2024;12:59;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;CARACOL;12D01C13S01;CARACOL 1;LOS RÍOS;12;BABAHOYO;1201;-1,712980;-79,439250;RURAL;TERRENO BALDIO;PUBLICO;04/01/2024;6:00;ARMA DE FUEGO;FUSIL               ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;PUEBLOVIEJO;SAN JUAN;12D02C02S01;SAN JUAN 1;LOS RÍOS;12;PUEBLO VIEJO;1204;-1,644000;-79,584790;RURAL;FINCA;PRIVADO;04/01/2024;11:30;ARMA DE FUEGO;OTROS ARMA LARGA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;16;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;PUEBLOVIEJO;SAN JUAN;12D02C02S02;SAN JUAN 2;LOS RÍOS;12;PUEBLO VIEJO;1204;-1,684820;-79,515110;RURAL;VIA PUBLICA;PUBLICO;04/01/2024;17:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;VENEZUELA;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;ESTEROS;ESTEROS;09D02C01S02;ESTEROS 2;GUAYAS;9;GUAYAQUIL;901;-2,253770;-79,894250;URBANO;VIA PUBLICA;PUBLICO;04/01/2024;13:20;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;69;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;EMPRESARIO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;LOS ESTEROS;13D02C01S03;LOS ESTEROS 3;MANABÍ;13;MANTA;1308;-0,966460;-80,685140;URBANO;VIA PUBLICA;PUBLICO;04/01/2024;18:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;PRIMARIA;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;ARBOLITO;09D24C07S02;ARBOLITO 2;GUAYAS;9;DURAN;907;-2,156310;-79,830400;URBANO;PARQUES Y PLAZAS;PUBLICO;04/01/2024;12:40;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;40;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PASCUALES;MUCHO LOTE;09D07C04S02;MUCHO LOTE 2;GUAYAS;9;GUAYAQUIL;901;-2,084460;-79,918130;URBANO;VIA PUBLICA;PUBLICO;04/01/2024;17:05;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PORTETE;CISNE;09D04C01S04;CISNE 4;GUAYAS;9;GUAYAQUIL;901;-2,214730;-79,920310;URBANO;VIA PUBLICA;PUBLICO;04/01/2024;21:35;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;16;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;9 DE OCTUBRE;CRISTO DEL CONSUELO;09D03C07S03;CRISTO DEL CONSUELO 3;GUAYAS;9;GUAYAQUIL;901;-2,214280;-79,914200;URBANO;VIA PUBLICA;PUBLICO;04/01/2024;20:30;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;NO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;UNIVERSIDAD;12D01C08S02;UNIVERSIDAD 2;LOS RÍOS;12;BABAHOYO;1201;-1,808290;-79,517730;URBANO;VIA PUBLICA;PUBLICO;04/01/2024;1:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;ESMERALDAS;BELLAVISTA NORTE;08D01C06S01;BELLAVISTA NORTE 1;ESMERALDAS;8;ESMERALDAS;801;0,978680;-79,652030;URBANO;VIA PUBLICA;PUBLICO;04/01/2024;20:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;BUENA FE ESTE;12D06C04S02;BUENA FE ESTE 2;LOS RÍOS;12;BUENA FE;1210;-0,896730;-79,485260;URBANO;VIA PUBLICA;PUBLICO;04/01/2024;19:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
